question,answer,relation,subject,object,q_index,prompt_id,q_id,target_lang,klar_id
Nommez la capitale de Empire latin de Constantinople. La réponse est:,Constantinople,capital,Empire latin de Constantinople,Constantinople,6190,3,6190_3,fr,fr_6190_3
Nommez la capitale de Hongrie. La réponse est:,Budapest,capital,Hongrie,Budapest,6191,3,6191_3,fr,fr_6191_3
Où Russie a-t-il sa capitale?,Moscou,capital,Russie,Moscou,6192,4,6192_4,fr,fr_6192_4
Quelle est la capitale de Vénétie?,Venise,capital,Vénétie,Venise,6193,1,6193_1,fr,fr_6193_1
Quelle ville sert de capitale à Worcestershire?,Worcester,capital,Worcestershire,Worcester,6194,2,6194_2,fr,fr_6194_2
Où se trouve la capitale du royaume de Sicile?,Palerme,capital,royaume de Sicile,Palerme,6195,0,6195_0,fr,fr_6195_0
Quelle ville sert de capitale à Pennsylvanie?,Harrisburg,capital,Pennsylvanie,Harrisburg,6196,2,6196_2,fr,fr_6196_2
Où se trouve la capitale du États pontificaux?,Rome,capital,États pontificaux,Rome,6197,0,6197_0,fr,fr_6197_0
Où se trouve la capitale du Comté de Galway?,Galway,capital,Comté de Galway,Galway,6198,0,6198_0,fr,fr_6198_0
Nommez la capitale de Empire d'Autriche. La réponse est:,Vienne,capital,Empire d'Autriche,Vienne,6199,3,6199_3,fr,fr_6199_3
Quelle est la capitale de Indes orientales néerlandaises?,Jakarta,capital,Indes orientales néerlandaises,Jakarta,6200,1,6200_1,fr,fr_6200_1
Nommez la capitale de Israël. La réponse est:,Jérusalem,capital,Israël,Jérusalem,6201,3,6201_3,fr,fr_6201_3
Nommez la capitale de Aichi. La réponse est:,Nagoya,capital,Aichi,Nagoya,6202,3,6202_3,fr,fr_6202_3
Où se trouve la capitale du Leicestershire?,Leicester,capital,Leicestershire,Leicester,6203,0,6203_0,fr,fr_6203_0
Où se trouve la capitale du comté de King?,Seattle,capital,comté de King,Seattle,6204,0,6204_0,fr,fr_6204_0
Quelle ville sert de capitale à duché d'Athènes?,Athènes,capital,duché d'Athènes,Athènes,6205,2,6205_2,fr,fr_6205_2
Où Pays-Bas a-t-il sa capitale?,Amsterdam,capital,Pays-Bas,Amsterdam,6206,4,6206_4,fr,fr_6206_4
Quelle ville sert de capitale à Albanie?,Tirana,capital,Albanie,Tirana,6207,2,6207_2,fr,fr_6207_2
Nommez la capitale de Gênes. La réponse est:,Gênes,capital,Gênes,Gênes,6208,3,6208_3,fr,fr_6208_3
Où se trouve la capitale du Taïwan?,Taipei,capital,Taïwan,Taipei,6209,0,6209_0,fr,fr_6209_0
Nommez la capitale de Tchécoslovaquie. La réponse est:,Prague,capital,Tchécoslovaquie,Prague,6210,3,6210_3,fr,fr_6210_3
Nommez la capitale de Dubaï. La réponse est:,Dubaï,capital,Dubaï,Dubaï,6211,3,6211_3,fr,fr_6211_3
Où se trouve la capitale du Dakota du Nord?,Bismarck,capital,Dakota du Nord,Bismarck,6212,0,6212_0,fr,fr_6212_0
Où se trouve la capitale du Andalousie?,Séville,capital,Andalousie,Séville,6213,0,6213_0,fr,fr_6213_0
Nommez la capitale de Maharashtra. La réponse est:,Bombay,capital,Maharashtra,Bombay,6214,3,6214_3,fr,fr_6214_3
Nommez la capitale de Karnataka. La réponse est:,Bangalore,capital,Karnataka,Bangalore,6215,3,6215_3,fr,fr_6215_3
Nommez la capitale de Indonésie. La réponse est:,Jakarta,capital,Indonésie,Jakarta,6216,3,6216_3,fr,fr_6216_3
Où République sociale italienne a-t-il sa capitale?,Rome,capital,République sociale italienne,Rome,6217,4,6217_4,fr,fr_6217_4
Quelle est la capitale de Monarchie de Habsbourg?,Vienne,capital,Monarchie de Habsbourg,Vienne,6218,1,6218_1,fr,fr_6218_1
Quelle ville sert de capitale à Portugal?,Lisbonne,capital,Portugal,Lisbonne,6219,2,6219_2,fr,fr_6219_2
Quelle ville sert de capitale à Îles Baléares?,Palma de Majorque,capital,Îles Baléares,Palma de Majorque,6220,2,6220_2,fr,fr_6220_2
Quelle ville sert de capitale à Bologne?,Bologne,capital,Bologne,Bologne,6221,2,6221_2,fr,fr_6221_2
Quelle est la capitale de Cuba?,La Havane,capital,Cuba,La Havane,6222,1,6222_1,fr,fr_6222_1
Quelle est la capitale de province de Tolède?,Tolède,capital,province de Tolède,Tolède,6223,1,6223_1,fr,fr_6223_1
Quelle ville sert de capitale à Sienne?,Sienne,capital,Sienne,Sienne,6224,2,6224_2,fr,fr_6224_2
Où comté d'Honolulu a-t-il sa capitale?,Honolulu,capital,comté d'Honolulu,Honolulu,6225,4,6225_4,fr,fr_6225_4
Quelle est la capitale de Empire romain?,Constantinople,capital,Empire romain,Constantinople,6226,1,6226_1,fr,fr_6226_1
Où Connecticut a-t-il sa capitale?,Hartford,capital,Connecticut,Hartford,6227,4,6227_4,fr,fr_6227_4
Quelle ville sert de capitale à Écosse?,Édimbourg,capital,Écosse,Édimbourg,6228,2,6228_2,fr,fr_6228_2
Où se trouve la capitale du Ankara?,Ankara,capital,Ankara,Ankara,6229,0,6229_0,fr,fr_6229_0
Quelle ville sert de capitale à Latium?,Rome,capital,Latium,Rome,6230,2,6230_2,fr,fr_6230_2
Quelle ville sert de capitale à République populaire de Pologne?,Varsovie,capital,République populaire de Pologne,Varsovie,6231,2,6231_2,fr,fr_6231_2
Quelle ville sert de capitale à canton de Bâle-Ville?,Bâle,capital,canton de Bâle-Ville,Bâle,6232,2,6232_2,fr,fr_6232_2
Nommez la capitale de Californie. La réponse est:,Sacramento,capital,Californie,Sacramento,6233,3,6233_3,fr,fr_6233_3
Où Salzbourg a-t-il sa capitale?,Salzbourg,capital,Salzbourg,Salzbourg,6234,4,6234_4,fr,fr_6234_4
Où Kyoto a-t-il sa capitale?,Kyoto,capital,Kyoto,Kyoto,6235,4,6235_4,fr,fr_6235_4
Où Florence a-t-il sa capitale?,Florence,capital,Florence,Florence,6236,4,6236_4,fr,fr_6236_4
Quelle est la capitale de Irak?,Bagdad,capital,Irak,Bagdad,6237,1,6237_1,fr,fr_6237_1
Nommez la capitale de Campanie. La réponse est:,Naples,capital,Campanie,Naples,6238,3,6238_3,fr,fr_6238_3
Nommez la capitale de Japon. La réponse est:,Tokyo,capital,Japon,Tokyo,6239,3,6239_3,fr,fr_6239_3
Nommez la capitale de comté de Miami-Dade. La réponse est:,Miami,capital,comté de Miami-Dade,Miami,6240,3,6240_3,fr,fr_6240_3
Quelle est la capitale de Kerman?,Kerman,capital,Kerman,Kerman,6241,1,6241_1,fr,fr_6241_1
Où se trouve la capitale du Alpes-Maritimes?,Nice,capital,Alpes-Maritimes,Nice,6242,0,6242_0,fr,fr_6242_0
Quelle est la capitale de Estonie?,Tallinn,capital,Estonie,Tallinn,6243,1,6243_1,fr,fr_6243_1
Quelle ville sert de capitale à Australie-Occidentale?,Perth,capital,Australie-Occidentale,Perth,6244,2,6244_2,fr,fr_6244_2
Où se trouve la capitale du Lviv?,Lviv,capital,Lviv,Lviv,6245,0,6245_0,fr,fr_6245_0
Où Nouvelle-Galles du Sud a-t-il sa capitale?,Sydney,capital,Nouvelle-Galles du Sud,Sydney,6246,4,6246_4,fr,fr_6246_4
Quelle ville sert de capitale à comté de Riverside?,Riverside,capital,comté de Riverside,Riverside,6247,2,6247_2,fr,fr_6247_2
Nommez la capitale de Venezuela. La réponse est:,Caracas,capital,Venezuela,Caracas,6248,3,6248_3,fr,fr_6248_3
Où Manitoba a-t-il sa capitale?,Winnipeg,capital,Manitoba,Winnipeg,6249,4,6249_4,fr,fr_6249_4
Où se trouve la capitale du royaume d'Italie?,Turin,capital,royaume d'Italie,Turin,6250,0,6250_0,fr,fr_6250_0
Où Lombardie a-t-il sa capitale?,Milan,capital,Lombardie,Milan,6251,4,6251_4,fr,fr_6251_4
Où Iran a-t-il sa capitale?,Téhéran,capital,Iran,Téhéran,6252,4,6252_4,fr,fr_6252_4
Nommez la capitale de royaume de Grande-Bretagne. La réponse est:,Londres,capital,royaume de Grande-Bretagne,Londres,6253,3,6253_3,fr,fr_6253_3
Quelle est la capitale de Libye?,Tripoli,capital,Libye,Tripoli,6254,1,6254_1,fr,fr_6254_1
Nommez la capitale de Grande-Principauté de Moscou. La réponse est:,Moscou,capital,Grande-Principauté de Moscou,Moscou,6255,3,6255_3,fr,fr_6255_3
Quelle est la capitale de Territoire de la capitale australienne?,Canberra,capital,Territoire de la capitale australienne,Canberra,6256,1,6256_1,fr,fr_6256_1
Quelle ville sert de capitale à régime de Vichy?,Paris,capital,régime de Vichy,Paris,6257,2,6257_2,fr,fr_6257_2
Quelle est la capitale de Bas-Rhin?,Strasbourg,capital,Bas-Rhin,Strasbourg,6258,1,6258_1,fr,fr_6258_1
Où se trouve la capitale du Vilnius?,Vilnius,capital,Vilnius,Vilnius,6259,0,6259_0,fr,fr_6259_0
Où région de Bruxelles-Capitale a-t-il sa capitale?,Bruxelles,capital,région de Bruxelles-Capitale,Bruxelles,6260,4,6260_4,fr,fr_6260_4
Nommez la capitale de Saskatchewan. La réponse est:,Regina,capital,Saskatchewan,Regina,6261,3,6261_3,fr,fr_6261_3
Quelle ville sert de capitale à Téhéran?,Téhéran,capital,Téhéran,Téhéran,6262,2,6262_2,fr,fr_6262_2
Où Émilie-Romagne a-t-il sa capitale?,Bologne,capital,Émilie-Romagne,Bologne,6263,4,6263_4,fr,fr_6263_4
Quelle ville sert de capitale à Irlande?,Dublin,capital,Irlande,Dublin,6264,2,6264_2,fr,fr_6264_2
Nommez la capitale de Uruguay. La réponse est:,Montevideo,capital,Uruguay,Montevideo,6265,3,6265_3,fr,fr_6265_3
Où Empire achéménide a-t-il sa capitale?,Babylone,capital,Empire achéménide,Babylone,6266,4,6266_4,fr,fr_6266_4
Quelle est la capitale de Pérou?,Lima,capital,Pérou,Lima,6267,1,6267_1,fr,fr_6267_1
Quelle est la capitale de Sri Lanka?,Colombo,capital,Sri Lanka,Colombo,6268,1,6268_1,fr,fr_6268_1
Où royaume d'Irak a-t-il sa capitale?,Bagdad,capital,royaume d'Irak,Bagdad,6269,4,6269_4,fr,fr_6269_4
Où se trouve la capitale du États confédérés d'Amérique?,Montgomery,capital,États confédérés d'Amérique,Montgomery,6270,0,6270_0,fr,fr_6270_0
Nommez la capitale de Royaume de Serbie. La réponse est:,Belgrade,capital,Royaume de Serbie,Belgrade,6271,3,6271_3,fr,fr_6271_3
Quelle ville sert de capitale à comté de Waterford?,Waterford,capital,comté de Waterford,Waterford,6272,2,6272_2,fr,fr_6272_2
Quelle ville sert de capitale à Serbie-et-Monténégro?,Belgrade,capital,Serbie-et-Monténégro,Belgrade,6273,2,6273_2,fr,fr_6273_2
Quelle est la capitale de Ukraine?,Kiev,capital,Ukraine,Kiev,6274,1,6274_1,fr,fr_6274_1
Nommez la capitale de Bosnie-Herzégovine. La réponse est:,Sarajevo,capital,Bosnie-Herzégovine,Sarajevo,6275,3,6275_3,fr,fr_6275_3
Où Arménie a-t-il sa capitale?,Erevan,capital,Arménie,Erevan,6276,4,6276_4,fr,fr_6276_4
Quelle ville sert de capitale à califat abbasside?,Damas,capital,califat abbasside,Damas,6277,2,6277_2,fr,fr_6277_2
Quelle ville sert de capitale à Jalisco?,Guadalajara,capital,Jalisco,Guadalajara,6278,2,6278_2,fr,fr_6278_2
Où Bangladesh a-t-il sa capitale?,Dacca,capital,Bangladesh,Dacca,6279,4,6279_4,fr,fr_6279_4
Où Alabama a-t-il sa capitale?,Montgomery,capital,Alabama,Montgomery,6280,4,6280_4,fr,fr_6280_4
Où se trouve la capitale du Illinois?,Springfield,capital,Illinois,Springfield,6281,0,6281_0,fr,fr_6281_0
Nommez la capitale de Lincolnshire. La réponse est:,Lincoln,capital,Lincolnshire,Lincoln,6282,3,6282_3,fr,fr_6282_3
Où se trouve la capitale du Empire espagnol?,Madrid,capital,Empire espagnol,Madrid,6283,0,6283_0,fr,fr_6283_0
Quelle ville sert de capitale à Nord-Pas-de-Calais?,Lille,capital,Nord-Pas-de-Calais,Lille,6284,2,6284_2,fr,fr_6284_2
Quelle ville sert de capitale à Wisconsin?,Madison,capital,Wisconsin,Madison,6285,2,6285_2,fr,fr_6285_2
Où Sicile a-t-il sa capitale?,Palerme,capital,Sicile,Palerme,6286,4,6286_4,fr,fr_6286_4
Quelle ville sert de capitale à royaume d'Irlande?,Dublin,capital,royaume d'Irlande,Dublin,6287,2,6287_2,fr,fr_6287_2
Où se trouve la capitale du Philippines?,Manille,capital,Philippines,Manille,6288,0,6288_0,fr,fr_6288_0
Quelle est la capitale de république de Venise?,Venise,capital,république de Venise,Venise,6289,1,6289_1,fr,fr_6289_1
Où Alep a-t-il sa capitale?,Alep,capital,Alep,Alep,6290,4,6290_4,fr,fr_6290_4
Où Colorado a-t-il sa capitale?,Denver,capital,Colorado,Denver,6291,4,6291_4,fr,fr_6291_4
Où se trouve la capitale du Grèce?,Athènes,capital,Grèce,Athènes,6292,0,6292_0,fr,fr_6292_0
Où se trouve la capitale du État indépendant de Croatie?,Zagreb,capital,État indépendant de Croatie,Zagreb,6293,0,6293_0,fr,fr_6293_0
Où Pays-Bas a-t-il sa capitale?,Amsterdam,capital,Pays-Bas,Amsterdam,6294,4,6294_4,fr,fr_6294_4
Où se trouve la capitale du Arizona?,Phoenix,capital,Arizona,Phoenix,6295,0,6295_0,fr,fr_6295_0
Où se trouve la capitale du Italie?,Rome,capital,Italie,Rome,6296,0,6296_0,fr,fr_6296_0
Où se trouve la capitale du Royaume de Yougoslavie?,Belgrade,capital,Royaume de Yougoslavie,Belgrade,6297,0,6297_0,fr,fr_6297_0
Nommez la capitale de Royaume-Uni. La réponse est:,Londres,capital,Royaume-Uni,Londres,6298,3,6298_3,fr,fr_6298_3
Quelle est la capitale de République populaire socialiste d'Albanie?,Tirana,capital,République populaire socialiste d'Albanie,Tirana,6299,1,6299_1,fr,fr_6299_1
Où se trouve la capitale du Serbie?,Belgrade,capital,Serbie,Belgrade,6300,0,6300_0,fr,fr_6300_0
Nommez la capitale de Royaume de Libye. La réponse est:,Tripoli,capital,Royaume de Libye,Tripoli,6301,3,6301_3,fr,fr_6301_3
Quelle est la capitale de Canada?,Ottawa,capital,Canada,Ottawa,6302,1,6302_1,fr,fr_6302_1
Où Kanagawa a-t-il sa capitale?,Yokohama,capital,Kanagawa,Yokohama,6303,4,6303_4,fr,fr_6303_4
Où Bohême centrale a-t-il sa capitale?,Prague,capital,Bohême centrale,Prague,6304,4,6304_4,fr,fr_6304_4
Où se trouve la capitale du France?,Paris,capital,France,Paris,6305,0,6305_0,fr,fr_6305_0
Où se trouve la capitale du Bulgarie?,Sofia,capital,Bulgarie,Sofia,6306,0,6306_0,fr,fr_6306_0
Où se trouve la capitale du Devon?,Exeter,capital,Devon,Exeter,6307,0,6307_0,fr,fr_6307_0
Nommez la capitale de Macédoine-Centrale. La réponse est:,Thessalonique,capital,Macédoine-Centrale,Thessalonique,6308,3,6308_3,fr,fr_6308_3
Nommez la capitale de Émirat de Sicile. La réponse est:,Palerme,capital,Émirat de Sicile,Palerme,6309,3,6309_3,fr,fr_6309_3
Nommez la capitale de Guyana. La réponse est:,Georgetown,capital,Guyana,Georgetown,6310,3,6310_3,fr,fr_6310_3
Nommez la capitale de royaume de Hongrie. La réponse est:,Budapest,capital,royaume de Hongrie,Budapest,6311,3,6311_3,fr,fr_6311_3
Quelle ville sert de capitale à Saxe?,Dresde,capital,Saxe,Dresde,6312,2,6312_2,fr,fr_6312_2
Nommez la capitale de dynastie Ming. La réponse est:,Nankin,capital,dynastie Ming,Nankin,6313,3,6313_3,fr,fr_6313_3
Où la Mecque a-t-il sa capitale?,La Mecque,capital,la Mecque,La Mecque,6314,4,6314_4,fr,fr_6314_4
Quelle est la capitale de Province d'Égypte?,Le Caire,capital,Province d'Égypte,Le Caire,6315,1,6315_1,fr,fr_6315_1
Nommez la capitale de Royaume du Congrès. La réponse est:,Varsovie,capital,Royaume du Congrès,Varsovie,6316,3,6316_3,fr,fr_6316_3
Nommez la capitale de Irlande du Nord. La réponse est:,Belfast,capital,Irlande du Nord,Belfast,6317,3,6317_3,fr,fr_6317_3
Quelle ville sert de capitale à Espagne?,Madrid,capital,Espagne,Madrid,6318,2,6318_2,fr,fr_6318_2
Où France métropolitaine a-t-il sa capitale?,Paris,capital,France métropolitaine,Paris,6319,4,6319_4,fr,fr_6319_4
